# timestamps,qw,qx,qy,qz,tx,ty,tz,vx,vy,vz,FR_qw,FR_qx,FR_qy,FR_qz,FR_tx,FR_ty,FR_tz,FL_qw,FL_qx,FL_qy,FL_qz,FL_tx,FL_ty,FL_tz,RR_qw,RR_qx,RR_qy,RR_qz,RR_tx,RR_ty,RR_tz,RL_qw,RL_qx,RL_qy,RL_qz,RL_tx,RL_ty,RL_tz
1.140000000000000124e+00,9.993028912376084039e-01,3.308000505578642669e-02,1.608650187427874316e-03,1.722954074374546257e-02,9.353919580228114983e-01,7.205092914851393693e-02,2.526309180040096081e-01,9.388795581449093097e-01,1.755953100608872997e-01,7.017118457350300653e-02,6.739099393062146781e-01,9.826606597631133699e-02,-7.276967501661413262e-01,-8.152676725756780041e-02,1.180307188624269532e+00,-1.629141068909320880e-02,9.317763140308868430e-02,8.139411562794276467e-01,-8.694542178714290137e-02,-5.685400236004660712e-01,8.186897647549755408e-02,1.158456842379303353e+00,1.553889362536705898e-01,1.999178176399043355e-02,8.738410149323707632e-01,-1.258018630790740111e-02,-4.853007415434932303e-01,2.695941007807859530e-02,7.597687677772062553e-01,-7.955227468037485983e-02,1.999186459404746208e-02,7.550004891578830923e-01,3.088626597684790767e-02,-6.549851770619389280e-01,-3.836375177835813291e-03,7.771528836489703940e-01,2.041453767778438344e-01,1.054548070387228698e-01
1.145000000000000018e+00,9.993908535310807029e-01,2.986530439735959538e-02,2.090134179060722415e-03,1.793367811645674853e-02,9.401151636259181821e-01,7.295406299262940930e-02,2.529434311708195215e-01,9.501933192563944974e-01,1.849305805086521315e-01,5.611444221512519592e-02,6.718803172843021976e-01,9.535809812028606114e-02,-7.303348985908386659e-01,-7.806797210851890156e-02,1.190457975590954343e+00,-1.560831272980495871e-02,9.123058405642656132e-02,8.176945163694542273e-01,-8.888790054835717103e-02,-5.626367149049592564e-01,8.315374962312460649e-02,1.158735157532511995e+00,1.554883643891926959e-01,1.999182065551075721e-02,8.790080148636008062e-01,-1.322630743499116079e-02,-4.758096597035011976e-01,2.784137801951121552e-02,7.601972378824320975e-01,-7.950587431331476718e-02,1.999189519975086426e-02,7.475061633534999528e-01,3.154928247212973602e-02,-6.634937179782802730e-01,-3.907010031027732290e-03,7.883120860860507451e-01,2.053068954540925584e-01,1.031680138503060923e-01
1.150000000000000133e+00,9.994804159908985408e-01,2.622950049905383926e-02,2.228432115021873779e-03,1.859960872006147931e-02,9.448983864594185933e-01,7.390314049991723866e-02,2.531801140356302326e-01,9.620354126034811326e-01,1.941340384986587619e-01,4.080123936195546169e-02,6.704790033319065756e-01,9.347657928813110639e-02,-7.321366301289125023e-01,-7.547178306574529871e-02,1.199966919403334664e+00,-1.461435261823860673e-02,8.962302134280365762e-02,8.216017361079689385e-01,-9.095232403545286393e-02,-5.564135203370980109e-01,8.427488571928867800e-02,1.159026384887927641e+00,1.555889099368821527e-01,1.999186455004535456e-02,8.840460712051397829e-01,-1.401679973756091505e-02,-4.663069479828599873e-01,2.870372057389557544e-02,7.606238336570882996e-01,-7.945458093383685194e-02,1.999192530708252674e-02,7.418574825300953135e-01,3.252098828970108324e-02,-6.697552467745442328e-01,-4.215489620409397682e-03,7.987587923641995546e-01,2.066535407908245414e-01,1.007692281558719566e-01
1.155000000000000027e+00,9.995660609999481583e-01,2.222735023918582034e-02,2.032091628463318037e-03,1.922251809742872228e-02,9.497438586077543432e-01,7.489749084167963977e-02,2.533356052772117728e-01,9.742028024622724214e-01,2.031902128286532105e-01,2.457712408291594028e-02,6.692016259767309405e-01,9.249659398105479491e-02,-7.336019054480115154e-01,-7.376861266860075539e-02,1.208760795403405863e+00,-1.336365753334571756e-02,8.855107861196333252e-02,8.256577026151503684e-01,-9.314218555540426658e-02,-5.498637890403141881e-01,8.522737168576415001e-02,1.159330580774358133e+00,1.556907312835798807e-01,1.999191206308280344e-02,8.889576679425494898e-01,-1.495765463672272047e-02,-4.567907039816263559e-01,2.954295059540690618e-02,7.610487479416012668e-01,-7.939819613896789696e-02,1.999195486493034885e-02,7.376193136270660089e-01,3.376615152167545403e-02,-6.743551902903195394e-01,-4.761565315964561527e-03,8.084293691044649455e-01,2.081596988343952792e-01,9.847296121637030830e-02
1.159999999999999920e+00,9.996396065161295974e-01,1.804087562080931850e-02,1.566540303016830758e-03,1.981741261091137310e-02,9.546288906836082333e-01,7.594304875385035625e-02,2.534243188014356774e-01,9.803645155356475183e-01,2.140196358239150054e-01,1.208472541627923780e-02,6.685529078145187043e-01,9.192001162810166381e-02,-7.344113199210667853e-01,-7.230307107473350758e-02,1.217067751574873347e+00,-1.196868743984966926e-02,8.759100453146137499e-02,8.298283180557406435e-01,-9.546032190039459298e-02,-5.430135770771826742e-01,8.607290285157172260e-02,1.159646320579468703e+00,1.557953006698990228e-01,1.999193677499971900e-02,8.937528283349864822e-01,-1.602715166571179461e-02,-4.472427267140166585e-01,3.038018522175067390e-02,7.614728441245014467e-01,-7.933711503508679430e-02,1.999196907107043258e-02,7.348588956311949971e-01,3.537279446938056127e-02,-6.772739211505940382e-01,-5.586112460960023472e-03,8.175218252488891668e-01,2.098805755294224640e-01,9.598888239655958832e-02
1.165000000000000036e+00,9.996927599832766687e-01,1.403675259206351583e-02,9.683632438160969490e-04,2.040630996324670904e-02,9.595352813991264718e-01,7.704381353220259021e-02,2.534570176887560589e-01,9.836428141003057402e-01,2.249806086164252705e-01,1.561612698774149420e-03,6.686633617839510269e-01,9.128412560625098759e-02,-7.345591024130505575e-01,-7.056516195843898220e-02,1.225166802099352914e+00,-1.056570990421677389e-02,8.647746650941619262e-02,8.340758895679366569e-01,-9.790603856981011655e-02,-5.358974219509794468e-01,8.686639856305689023e-02,1.159971828043037778e+00,1.559037745922688400e-01,1.999195087198026022e-02,8.984371115175879829e-01,-1.721753988840840632e-02,-4.376515282245795890e-01,3.123223992630628360e-02,7.618966122609052150e-01,-7.927130986619287945e-02,1.999196760273127399e-02,7.332244533764064043e-01,3.711174032546097484e-02,-6.789423467875692619e-01,-6.473750031754315661e-03,8.263196496538116609e-01,2.117368791277784434e-01,9.322883203382376083e-02
1.169999999999999929e+00,9.997261973086776221e-01,1.035750306604069255e-02,3.068186660701389197e-04,2.097995250885708804e-02,9.644512548406095620e-01,7.819726755593407741e-02,2.534418034509428597e-01,9.848355782848147166e-01,2.351341869123819983e-01,-7.549627016556897940e-03,6.692723996872950165e-01,9.051859722281919984e-02,-7.342873858262666253e-01,-6.857750061099093797e-02,1.233185723097577124e+00,-9.178894428834363795e-03,8.521403873703253806e-02,8.383796202267421727e-01,-1.004714717609785646e-01,-5.285354047319211768e-01,8.760948405002032258e-02,1.160306017399203027e+00,1.560159456712924275e-01,1.999195535837969273e-02,9.030122092126943167e-01,-1.853459504075069889e-02,-4.280134686270983257e-01,3.209189108302262783e-02,7.623201687519308711e-01,-7.920064867373349804e-02,1.999195668813910642e-02,7.323669941826121965e-01,3.873801558796879235e-02,-6.797689185644529841e-01,-7.222834204525460829e-03,8.349532949018328987e-01,2.136275374831857199e-01,9.024262677744342154e-02
1.175000000000000044e+00,9.997433933799305672e-01,7.019999376674893390e-03,-3.845191154235646906e-04,2.153413910475200643e-02,9.693678616738095055e-01,7.939853556473384921e-02,2.533839649451150033e-01,9.843907430599349029e-01,2.442479444517311193e-01,-1.580783675206444069e-02,6.702533379182223916e-01,8.964384466932660833e-02,-7.336988120466242380e-01,-6.641157522416755998e-02,1.241180695463357075e+00,-7.798790345249393199e-03,8.380109749325131974e-02,8.427192758231326630e-01,-1.031481279713287874e-01,-5.209487241019810089e-01,8.830126108195344992e-02,1.160647783350074125e+00,1.561315295940336467e-01,1.999195063457734345e-02,9.074784505888952024e-01,-1.997300579865516831e-02,-4.183278607480758748e-01,3.295059450273069707e-02,7.627435312452828242e-01,-7.912542170405412190e-02,1.999194047895497262e-02,7.320984773871951345e-01,4.018092479899567498e-02,-6.799682380018197136e-01,-7.778688729382332058e-03,8.435117008824550844e-01,2.155194239705724157e-01,8.704729875056281541e-02
1.179999999999999938e+00,9.997478664666162862e-01,3.994724224392208652e-03,-1.091459540656966598e-03,2.206930877691638121e-02,9.742778424219702416e-01,8.064232918944069795e-02,2.532869621967811513e-01,9.825813180289594273e-01,2.523053040094955235e-01,-2.344887014305784001e-02,6.715541110561611404e-01,8.869217883862945406e-02,-7.328280312904458249e-01,-6.412370771715596163e-02,1.249174744019737382e+00,-6.412845238793775902e-03,8.223585934938708319e-02,8.470761664934823854e-01,-1.059281766943416664e-01,-5.131576785033196142e-01,8.894035379962303423e-02,1.160996086743705691e+00,1.562503166090371542e-01,1.999199451245653458e-02,9.118343034714414541e-01,-2.152328872922868244e-02,-4.085981490375690250e-01,3.380094167478125966e-02,7.631665639296549841e-01,-7.904609072501428413e-02,1.999188483785287185e-02,7.322822844154774913e-01,4.144404665157556261e-02,-6.796900857307783816e-01,-8.150723138407207913e-03,8.520512875349732784e-01,2.174075548932095647e-01,8.367146960663722488e-02
1.185000000000000053e+00,9.997424964906241884e-01,1.240096158141012648e-03,-1.809329165056409875e-03,2.258603994031338491e-02,9.791749545555691325e-01,8.192340603217626582e-02,2.531536125462465203e-01,9.795788370458111682e-01,2.593327928159734896e-01,-3.054596421370978088e-02,6.731423600662880258e-01,8.769721814357366030e-02,-7.316924176985382111e-01,-6.176379924141940647e-02,1.257178008278839298e+00,-5.009134877778893130e-03,8.051946966767072056e-02,8.514344278606377214e-01,-1.088041312238677560e-01,-5.051798714685609148e-01,8.952303360172730873e-02,1.161350029031577691e+00,1.563718856494064890e-01,1.999191740698762904e-02,9.160769070856096263e-01,-2.317626434667695301e-02,-3.988311994556156814e-01,3.463575343761313152e-02,7.635889974396040669e-01,-7.896300925232827006e-02,1.999189766898962217e-02,7.328218895619986739e-01,4.254805528394981634e-02,-6.790374022957517131e-01,-8.363459438135939158e-03,8.606012474014088642e-01,2.192933290460619689e-01,8.014704155312274425e-02
1.189999999999999947e+00,9.997294635574397459e-01,-1.286106429632329897e-03,-2.538071457259122310e-03,2.308470962960518583e-02,9.840536726295553427e-01,8.323669353498895640e-02,2.529865432270367864e-01,9.755143994591708445e-01,2.653708575792806390e-01,-3.711740584227666423e-02,6.749925239493964613e-01,8.669101968960270244e-02,-7.303041939907248814e-01,-5.937629120413305539e-02,1.265192046161073502e+00,-3.577182686774109735e-03,7.865789961697100541e-02,8.557800053787922856e-01,-1.117682614849962452e-01,-4.970316437126474640e-01,9.004434055952491300e-02,1.161708790100532296e+00,1.564959639931244317e-01,1.999189061751821539e-02,9.202030455018519461e-01,-2.492347048744327984e-02,-3.890354528370754683e-01,3.544844289711141655e-02,7.640105058908932545e-01,-7.887659451900883023e-02,1.999187287845054228e-02,7.336604063434342127e-01,4.352210002622478729e-02,-6.780684891490439403e-01,-8.447425431874898416e-03,8.691728223901884487e-01,2.211822494956642571e-01,7.649899739835869239e-02
1.195000000000000062e+00,9.997103413720852538e-01,-3.623138489987715906e-03,-3.280193250129457335e-03,2.356579201794230943e-02,9.889090603648263977e-01,8.457741283721548209e-02,2.527884301811834100e-01,9.704994132183083488e-01,2.704859674856209817e-01,-4.313732507049292814e-02,6.770851585074441070e-01,8.570187205316165402e-02,-7.286714584151537943e-01,-5.699809599158101731e-02,1.273211384767419352e+00,-2.108456795200960507e-03,7.666014602006378242e-02,8.601006885417726844e-01,-1.148128713144013352e-01,-4.887276768727414344e-01,9.049899451974298403e-02,1.162071642120828585e+00,1.566222158430497502e-01,1.999185826157782314e-02,9.242094127422525451e-01,-2.675674597187177248e-02,-3.792205098460518786e-01,3.623317341494917271e-02,7.644307252500726069e-01,-7.878721000638576333e-02,1.999184688043090241e-02,7.347689151345192515e-01,4.440042238625442617e-02,-6.768102271638309908e-01,-8.435653525797165778e-03,8.777653884884046853e-01,2.230829271943187975e-01,7.274587878654398265e-02
1.199999999999999956e+00,9.996862341084309378e-01,-5.803747991739976325e-03,-4.039309945333155114e-03,2.402985265284027575e-02,9.937366722063573077e-01,8.594122108371814173e-02,2.525621808438213711e-01,9.646268388185975651e-01,2.747729515751128893e-01,-4.854847535940873954e-02,6.794071237995863433e-01,8.475167415250831060e-02,-7.267983207546975244e-01,-5.465633363913350445e-02,1.281225742781927579e+00,-5.971285827026931101e-04,7.453600729566113581e-02,8.643856734336142766e-01,-1.179303500220997142e-01,-4.802815019221814974e-01,9.088189598460018337e-02,1.162437925505088732e+00,1.567503131759089841e-01,1.999182136659976433e-02,9.280929644827780045e-01,-2.866845721722128398e-02,-3.693963754514743014e-01,3.698495155690684211e-02,7.648492838752143363e-01,-7.869518768655255070e-02,1.999182023157629329e-02,7.361346184688275507e-01,4.521588463059510177e-02,-6.752714182028267675e-01,-8.358171281422927673e-03,8.863703900072724684e-01,2.250043221291385398e-01,6.890214992515611425e-02
1.205000000000000071e+00,9.996579408905661435e-01,-7.850308999091141701e-03,-4.818891587829671717e-03,2.447758458093726025e-02,9.985325286642066089e-01,8.732435667650295663e-02,2.523110130691176844e-01,9.579913920763619695e-01,2.783551177055627601e-01,-5.328676239820453325e-02,6.819511675694700514e-01,8.385316646183944844e-02,-7.246854736563639321e-01,-5.236617034318181291e-02,1.289221831291443188e+00,9.587857504353520730e-04,7.229466750820559562e-02,8.686254884890821648e-01,-1.211132261861011250e-01,-4.717054383267283435e-01,9.118841287623533076e-02,1.162807049529263503e+00,1.568799426571905187e-01,1.999178116091122198e-02,9.318510379247887387e-01,-3.065175003354756594e-02,-3.595731455966965084e-01,3.769968572908716231e-02,7.652658145158699465e-01,-7.860081754642493646e-02,1.999179340408101246e-02,7.377519189342797157e-01,4.599367592309985125e-02,-6.734529245378072515e-01,-8.236887479093716116e-03,8.949741516214911874e-01,2.269527470587507645e-01,6.498012517454018755e-02
1.209999999999999964e+00,9.996261284614320619e-01,-9.772608341917744454e-03,-5.621482938171286012e-03,2.490980435450656019e-02,1.003293137559341908e+00,8.872368790113886738e-02,2.520384435540822254e-01,9.506936731240975824e-01,2.813564743636767229e-01,-5.729652339575724146e-02,6.847150355254865151e-01,8.300888616465181002e-02,-7.223307933474106823e-01,-5.013052887349122438e-02,1.297184424440944950e+00,2.556845688823900127e-03,6.994406518109647086e-02,8.728118246630712784e-01,-1.243542283050953212e-01,-4.630107081230387389e-01,9.141459836572370101e-02,1.163178485788591621e+00,1.570108114395136478e-01,1.999173897964751090e-02,9.354814711439917163e-01,-3.270065156981922377e-02,-3.497606422787508107e-01,3.837417941712858299e-02,7.656799684269230966e-01,-7.850434366929059937e-02,1.999176676124539420e-02,7.396176326694547942e-01,4.674840723900716699e-02,-6.713531120740714453e-01,-8.083487706844173781e-03,9.035598115388684404e-01,2.289302487623043891e-01,6.099075182628162922e-02
1.215000000000000080e+00,9.995914567319121868e-01,-1.156961622988223262e-02,-6.448530202670490694e-03,2.532745678294898162e-02,1.008015538440594216e+00,9.013665231565218261e-02,2.517482182132516622e-01,9.428447037925197227e-01,2.838836237702572207e-01,-6.053832261070181409e-02,6.876997145081080731e-01,8.221309037376592355e-02,-7.197302119365106554e-01,-4.794301265551807051e-02,1.305097143878426458e+00,4.190937881278408370e-03,6.749089280603495777e-02,8.769372750477643086e-01,-1.276461566793097580e-01,-4.542078359294069445e-01,9.155717392497304818e-02,1.163551750855972955e+00,1.571427309288871421e-01,1.999175940394961465e-02,9.389827079068414628e-01,-3.480996782812716822e-02,-3.399680489377369108e-01,3.900597509624047221e-02,7.660914295472516233e-01,-7.840594494871683251e-02,1.999178565920907424e-02,7.417287930962284115e-01,4.748513914878395997e-02,-6.689702052947569255e-01,-7.900853113670147296e-03,9.121086593037619483e-01,2.309347926364320458e-01,5.694387365911821042e-02
1.219999999999999973e+00,9.995546235770578214e-01,-1.323398281487175865e-02,-7.300662411982937645e-03,2.573162476269529042e-02,1.012697346819823263e+00,9.156112293342986985e-02,2.514442306243829250e-01,9.345620706351948082e-01,2.860128972835245253e-01,-6.299110548332462201e-02,6.909072959044058049e-01,8.145571801309345328e-02,-7.168787144441556292e-01,-4.579282963443167404e-02,1.312942994145463560e+00,5.853052387843497850e-03,6.494099689613998250e-02,8.809952275428926116e-01,-1.309821935706549645e-01,-4.453066776487175082e-01,9.161351895614354424e-02,1.163926402529611881e+00,1.572753751778940556e-01,1.999172674112915937e-02,9.423539664668095783e-01,-3.697525175379010737e-02,-3.302032933606717235e-01,3.959315213242347448e-02,7.664999365781612894e-01,-7.830581551699516973e-02,1.999175905315353496e-02,7.440824223797896098e-01,4.820292388028573488e-02,-6.663022911642769719e-01,-7.686587282458363056e-03,9.206010699036548672e-01,2.329617643761176804e-01,5.284799465394608708e-02
1.225000000000000089e+00,9.995163348085559507e-01,-1.475754702524385321e-02,-8.178097440763136550e-03,2.612336078910601142e-02,1.017336773603455979e+00,9.299526967706570058e-02,2.511304418037242359e-01,9.259670180356451841e-01,2.877961839830552870e-01,-6.464673607618599827e-02,6.943393108875055564e-01,8.072661896151668570e-02,-7.137710409000521672e-01,-4.366961781103353979e-02,1.320704882704263561e+00,7.535333725933839912e-03,6.229968840432115185e-02,8.849794909347377114e-01,-1.343555702933678375e-01,-4.363172146212149771e-01,9.158149147737693063e-02,1.164302008357282370e+00,1.574085258271066823e-01,1.999169413143506158e-02,9.455951835582737663e-01,-3.919247913519064569e-02,-3.204730166589510598e-01,4.013407534930661658e-02,7.669052840388332903e-01,-7.820409807750083875e-02,1.999173193992107023e-02,7.466760580764675304e-01,4.889908637843314032e-02,-6.633463913834627412e-01,-7.436980925082469981e-03,9.290173229911445896e-01,2.350059995280521508e-01,4.870989737397343755e-02
1.229999999999999982e+00,9.994772357052148504e-01,-1.613529818134411611e-02,-9.080916412822038347e-03,2.650366798699563958e-02,1.021932617620118444e+00,9.443748736242033037e-02,2.508108150980393192e-01,9.171768124869281724e-01,2.892764064701206506e-01,-6.551043286408875232e-02,6.979959589643910389e-01,8.001814236411396164e-02,-7.104019924444104905e-01,-4.156617967757170184e-02,1.328366204325315492e+00,9.231454682926226035e-03,5.957178951236493519e-02,8.888843405290283162e-01,-1.377597541848809837e-01,-4.272494081132466870e-01,9.145940386901715846e-02,1.164678150725336980e+00,1.575419351132009982e-01,1.999166218368601117e-02,9.487070489755240477e-01,-4.145797367290589980e-02,-3.107822335764157118e-01,4.062726838397329177e-02,7.673073334832454240e-01,-7.810093083905604583e-02,1.999170465913537031e-02,7.495077233649748427e-01,4.957197616445146310e-02,-6.600982326403221911e-01,-7.149479738165513340e-03,9.373383646481693310e-01,2.370631890064198166e-01,4.453463153326676222e-02
1.235000000000000098e+00,9.994378601900968384e-01,-1.736661031704568245e-02,-1.000909701154553515e-02,2.687345236008733054e-02,1.026484275104138089e+00,9.588640564785831655e-02,2.504892531413405732e-01,9.083121538324882005e-01,2.905038021211060473e-01,-6.559934006030807008e-02,7.018758416902198816e-01,7.932562080023976281e-02,-7.067667001558526341e-01,-3.947885873615419178e-02,1.335911167945717182e+00,1.093694701399634123e-02,5.676169012121329988e-02,8.927045249036563712e-01,-1.411884520992102154e-01,-4.181131623470283887e-01,9.124601735162821137e-02,1.165054428537128484e+00,1.576753925081708640e-01,1.999163143825231220e-02,9.516908950878483209e-01,-4.376836281794507788e-02,-3.011343765898060743e-01,4.107137517780080210e-02,7.677060107995209437e-01,-7.799643243536737158e-02,1.999167756802397444e-02,7.525750981873310375e-01,5.022151853672714855e-02,-6.565530938238904879e-01,-6.823170412051686971e-03,9.455462536240502036e-01,2.391302022026028651e-01,4.032601599691128247e-02
1.239999999999999991e+00,9.993986172621986963e-01,-1.845430077522415557e-02,-1.096241148169859597e-02,2.723358463017249223e-02,1.030991755870687365e+00,9.734095125263558801e-02,2.501695436275125917e-01,8.994972931338884869e-01,2.915432729515198274e-01,-6.494055353258720853e-02,7.059763809353220010e-01,7.864633732705719749e-02,-7.028604948880091685e-01,-3.740625498879412286e-02,1.343324919523781080e+00,1.264875159138137070e-02,5.387322903715237310e-02,8.964353557088392543e-01,-1.446357956628529506e-01,-4.089180159835457684e-01,9.094061717528140187e-02,1.165430468914663953e+00,1.578087117360320590e-01,1.999160238093793118e-02,9.545485842145094990e-01,-4.612065311591384553e-02,-2.915313410909511349e-01,4.146520097561838536e-02,7.681013034147379237e-01,-7.789070430076665275e-02,1.999165104655763192e-02,7.558747871329892787e-01,5.084835518288471218e-02,-6.527067067889675833e-01,-6.458007785232978450e-03,9.536243135730473330e-01,2.412046777700007638e-01,3.608712004014980046e-02
1.245000000000000107e+00,9.993598119417015369e-01,-1.940284973410828784e-02,-1.194025985721242945e-02,2.758488521971569005e-02,1.035455695794329722e+00,9.880041342600855148e-02,2.498553184115951953e-01,8.908586305089447599e-01,2.924715311920320082e-01,-6.356846107639510524e-02,7.102943984571178371e-01,7.797808431935218665e-02,-6.986786336482128101e-01,-3.534759920831360980e-02,1.350593726762474578e+00,1.436453198180945301e-02,5.090947905923125238e-02,9.000727877425169776e-01,-1.480964866131522506e-01,-3.996728160482143077e-01,9.054307002937701798e-02,1.165805939270340597e+00,1.579417368577035741e-01,1.999157543939346360e-02,9.572824028859922008e-01,-4.851230837614065039e-02,-2.819735237292387842e-01,4.180776215675171409e-02,7.684932580788506051e-01,-7.778382694406706099e-02,1.999162549441463321e-02,7.594020230538534033e-01,5.145264835664462716e-02,-6.485557371308130481e-01,-6.053775145313865930e-03,9.615572326338701625e-01,2.432844168557527498e-01,3.182048804834195638e-02
1.250000000000000000e+00,9.993216697563936934e-01,-2.021708961490232756e-02,-1.294152123617016946e-02,2.792824145717068968e-02,1.039877359805703172e+00,1.002644835972274634e-01,2.495500236665889882e-01,8.825225504832477919e-01,2.933709548172360182e-01,-6.152283701934613963e-02,7.148264370254171496e-01,7.731822659155318522e-02,-6.942161393832474436e-01,-3.330178052453005438e-02,1.357705264648505716e+00,1.608220978739079154e-02,4.787260646396196417e-02,9.036134539950082534e-01,-1.515659089458683828e-01,-3.903854601373891176e-01,9.005383677524667063e-02,1.166180556211844133e+00,1.580743464052226654e-01,1.999155097298793704e-02,9.598949707232665718e-01,-5.094130584318617982e-02,-2.724598347431158585e-01,4.209830152065804215e-02,7.688819796993362488e-01,-7.767585744527806535e-02,1.999160132576922877e-02,7.631507981001888208e-01,5.203328276685129095e-02,-6.440977651345508592e-01,-5.609437781714393841e-03,9.693311929943683181e-01,2.453669622031757203e-01,2.752813180000995841e-02
1.255000000000000115e+00,9.992843571627428867e-01,-2.090168809655246554e-02,-1.396449616852142583e-02,2.826456812543789998e-02,1.044258633615867682e+00,1.017332647439437993e-01,2.492568972297981023e-01,8.746130441323298754e-01,2.943237497283699988e-01,-5.884762766289838853e-02,7.195688186592636981e-01,7.666343850596625542e-02,-6.894677647634795958e-01,-3.126713549087245525e-02,1.364648948135257278e+00,1.779982531226104517e-02,4.476383990436363924e-02,9.070546558698348028e-01,-1.550402052937672470e-01,-3.810627244252143830e-01,8.947394068082185903e-02,1.166554090735915317e+00,1.582064555626463975e-01,1.999152926565340993e-02,9.623891591777692378e-01,-5.340615627019793671e-02,-2.629876982459709023e-01,4.233626507895613816e-02,7.692676306422612242e-01,-7.756682880050201623e-02,1.999157896327236061e-02,7.671142347783266313e-01,5.258763812853158026e-02,-6.393309360738991254e-01,-5.123016240164544703e-03,9.769340541745876738e-01,2.474494670876935254e-01,2.321141094822675582e-02
1.260000000000000009e+00,9.992482879233234305e-01,-2.147212859257643935e-02,-1.501260947379897195e-02,2.857321005413817477e-02,1.048656936422249331e+00,1.031372430405145257e-01,2.490148014798950760e-01,8.831658010613148146e-01,2.722561645697416655e-01,-4.116235622622103213e-02,7.257426778958908642e-01,7.645088143407677284e-02,-6.830681402692195814e-01,-2.950837097509400805e-02,1.371286757027156966e+00,1.978312639019850008e-02,4.085044715504093649e-02,9.104633118961852345e-01,-1.584171394650374654e-01,-3.716069704967508991e-01,8.870640953714432897e-02,1.166930768298684917e+00,1.583330424320340546e-01,1.999160937442560904e-02,9.647887109267386796e-01,-5.585276198623244370e-02,-2.534957166928555328e-01,4.246332376541811504e-02,7.696527637612792239e-01,-7.745241912363758086e-02,1.999157265228553026e-02,7.728832744141932443e-01,5.278455013134863982e-02,-6.323346992984605341e-01,-4.250113098675096547e-03,9.820370503114266292e-01,2.491948561745916113e-01,1.847079779109339626e-02
1.265000000000000124e+00,9.992176665123579937e-01,-2.189571917831928394e-02,-1.602260429068803893e-02,2.877340026841279652e-02,1.053095155302801622e+00,1.044334332672798155e-01,2.488483481814293130e-01,8.903257375578779165e-01,2.506474389480197185e-01,-2.788786856605317971e-02,7.362184303631633675e-01,7.713755857303991603e-02,-6.717484790190344501e-01,-2.803927221959736510e-02,1.377570413541773453e+00,2.242520995487657515e-02,3.436328803545171673e-02,9.139156225721287718e-01,-1.615425581080954798e-01,-3.619139682781427059e-01,8.763855489257216247e-02,1.167315201918632139e+00,1.584467563212500207e-01,1.999160804810581893e-02,9.671184383851895161e-01,-5.823127896195606779e-02,-2.439094001292816116e-01,4.241755314042990055e-02,7.700403599621655770e-01,-7.734882250935648518e-02,1.999157453267305651e-02,7.725735740456173284e-01,5.148759908211768960e-02,-6.328275782998127319e-01,-2.890669530503704558e-03,9.822644742282622410e-01,2.492684941947387323e-01,1.899734280752646276e-02
1.270000000000000018e+00,9.991867131069382957e-01,-2.230868717867042633e-02,-1.707974047145415994e-02,2.892260867115827722e-02,1.057567420366351429e+00,1.056226191892362248e-01,2.487487761081088877e-01,8.973453785072991185e-01,2.293379612946288004e-01,-1.464957636496653885e-02,7.507512265857841927e-01,7.871621876101335402e-02,-6.553337971447701360e-01,-2.672016099738390091e-02,1.383396104282595740e+00,2.576453440129015948e-02,2.533534184550353605e-02,9.173816639602271339e-01,-1.644267472343769465e-01,-3.520273354912125674e-01,8.632196991753882109e-02,1.167705689029312932e+00,1.585487717267481667e-01,1.999161580793372417e-02,9.693747526112035384e-01,-6.047439206029475017e-02,-2.342475342590641663e-01,4.223185525707007226e-02,7.704299964082833574e-01,-7.725142502956910961e-02,1.999157970326462253e-02,7.729587820240285678e-01,5.030826426483459013e-02,-6.324564391085704118e-01,-1.628640137375843332e-03,9.822869768326003559e-01,2.493371646168464628e-01,1.934483782418510572e-02
