# timestamps,wx,wy,wz,ax,ay,az,FR_contact,FL_contact,RR_contact,RL_contact,FL_hip_fixed,FL_hip_joint,FL_lower_joint,FL_toe_fixed,FL_upper_joint,FR_hip_fixed,FR_hip_joint,FR_lower_joint,FR_toe_fixed,FR_upper_joint,RL_hip_fixed,RL_hip_joint,RL_lower_joint,RL_toe_fixed,RL_upper_joint,RR_hip_fixed,RR_hip_joint,RR_lower_joint,RR_toe_fixed,RR_upper_joint,imu_joint
6.950000000000000622e-01,-5.196680426597595215e-01,-3.654269576072692871e-01,1.936921775341033936e-01,-5.233101238439080705e-01,1.166732206274585071e+00,9.835343896180637202e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.013496741881595498e-01,-1.991327908489795684e+00,0.000000000000000000e+00,9.252512372337763358e-01,0.000000000000000000e+00,2.795461502946617882e-01,-2.185179488970269368e+00,0.000000000000000000e+00,5.808047219604401956e-01,0.000000000000000000e+00,1.307274322796908861e-01,-2.070776838226622729e+00,0.000000000000000000e+00,6.575159914183582588e-01,0.000000000000000000e+00,-7.361479091592623702e-02,-1.924492957307792684e+00,0.000000000000000000e+00,1.084310686492157227e+00,0.000000000000000000e+00
7.000000000000000666e-01,-5.002006888389587402e-01,-3.639836907386779785e-01,1.894838809967041016e-01,-6.067118257195684983e-01,1.011422901841715349e+00,9.886072360542897286e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.056658422776880546e-01,-1.994909297160737394e+00,0.000000000000000000e+00,9.478206257597696638e-01,0.000000000000000000e+00,2.779213035668094411e-01,-2.162365452393433696e+00,0.000000000000000000e+00,5.625441443018481813e-01,0.000000000000000000e+00,1.356001382661871646e-01,-2.044365928294292978e+00,0.000000000000000000e+00,6.342994603916956020e-01,0.000000000000000000e+00,-7.624008174482195532e-02,-1.920740082738489951e+00,0.000000000000000000e+00,1.102744396507638003e+00,0.000000000000000000e+00
7.049999999999999600e-01,-4.916392266750335693e-01,-3.635683059692382812e-01,1.854446977376937866e-01,-6.841342472799624153e-01,8.774346359614201285e-01,9.955701139784164155e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.101492903845630367e-01,-1.997949692495274876e+00,0.000000000000000000e+00,9.701121897221651746e-01,0.000000000000000000e+00,2.763897273983708658e-01,-2.138897624586883595e+00,0.000000000000000000e+00,5.445095077660907501e-01,0.000000000000000000e+00,1.401930787883766960e-01,-2.017191222722404476e+00,0.000000000000000000e+00,6.112769700111052584e-01,0.000000000000000000e+00,-7.906150489901886402e-02,-1.916425308761515955e+00,0.000000000000000000e+00,1.120667162215876145e+00,0.000000000000000000e+00
7.099999999999999645e-01,-4.871257841587066650e-01,-3.634452223777770996e-01,1.816171854734420776e-01,-7.592289178537234839e-01,7.687531646765247695e-01,1.004510049077427070e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.147433327472872966e-01,-2.000449141518224394e+00,0.000000000000000000e+00,9.921044603373605497e-01,0.000000000000000000e+00,2.750275430523227427e-01,-2.114816827309574432e+00,0.000000000000000000e+00,5.267097819196630004e-01,0.000000000000000000e+00,1.446551273271228233e-01,-1.989254803076090150e+00,0.000000000000000000e+00,5.884591474538961586e-01,0.000000000000000000e+00,-8.202073057231938635e-02,-1.911548971528191032e+00,0.000000000000000000e+00,1.138060376577384014e+00,0.000000000000000000e+00
7.149999999999999689e-01,-4.794982671737670898e-01,-3.627408444881439209e-01,1.780488789081573486e-01,-8.308946545402012829e-01,6.819856140931624955e-01,1.014965051415746800e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.194282882246852973e-01,-2.002400789635992773e+00,0.000000000000000000e+00,1.013767885630022292e+00,0.000000000000000000e+00,2.738353472682085177e-01,-2.090140354340551454e+00,0.000000000000000000e+00,5.091430077039573732e-01,0.000000000000000000e+00,1.490494207226082668e-01,-1.960564419641293243e+00,0.000000000000000000e+00,5.658481618600442742e-01,0.000000000000000000e+00,-8.509724035778103157e-02,-1.906113891132277693e+00,0.000000000000000000e+00,1.154904090938131400e+00,0.000000000000000000e+00
7.199999999999999734e-01,-4.640986919403076172e-01,-3.608731031417846680e-01,1.747467964887619019e-01,-8.945685737833254381e-01,6.085109601031728488e-01,1.026164529983277518e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.242187457558940389e-01,-2.003792058299810108e+00,0.000000000000000000e+00,1.035065008009114607e+00,0.000000000000000000e+00,2.727456754886878332e-01,-2.064867285655927365e+00,0.000000000000000000e+00,4.917928302765228188e-01,0.000000000000000000e+00,1.533569961070540832e-01,-1.931138113386504207e+00,0.000000000000000000e+00,5.434355942153116237e-01,0.000000000000000000e+00,-8.830571876174843349e-02,-1.900125033781042916e+00,0.000000000000000000e+00,1.171176928299975772e+00,0.000000000000000000e+00
7.249999999999999778e-01,-4.399141073226928711e-01,-3.577291667461395264e-01,1.716645061969757080e-01,-9.444861894562881499e-01,5.399621128865469410e-01,1.037307568700447469e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.291484968271648159e-01,-2.004607631785155331e+00,0.000000000000000000e+00,1.055954177185995935e+00,0.000000000000000000e+00,2.716563590120110172e-01,-2.038991055808335062e+00,0.000000000000000000e+00,4.746366347027393129e-01,0.000000000000000000e+00,1.575085882126068815e-01,-1.901002139240021149e+00,0.000000000000000000e+00,5.212084729037999020e-01,0.000000000000000000e+00,-9.168107125182087258e-02,-1.893588621317419118e+00,0.000000000000000000e+00,1.186857600580946137e+00,0.000000000000000000e+00
7.299999999999999822e-01,-4.088329374790191650e-01,-3.535911738872528076e-01,1.687239557504653931e-01,-9.754924313142219194e-01,4.722871594551182328e-01,1.047752905714945726e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.342521808381561876e-01,-2.004832810856026271e+00,0.000000000000000000e+00,1.076394498790271603e+00,0.000000000000000000e+00,2.704687878523381883e-01,-2.012511380565543018e+00,0.000000000000000000e+00,4.576577867730908800e-01,0.000000000000000000e+00,1.614246095370880096e-01,-1.870186406439555027e+00,0.000000000000000000e+00,4.991576548025639104e-01,0.000000000000000000e+00,-9.526003712995020911e-02,-1.886511104886350321e+00,0.000000000000000000e+00,1.201926911408009557e+00,0.000000000000000000e+00
7.349999999999999867e-01,-3.739571869373321533e-01,-3.489197492599487305e-01,1.658524721860885620e-01,-9.842178280709915628e-01,4.063374158210742437e-01,1.057087175626678999e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.395529945474435263e-01,-2.004456333909338195e+00,0.000000000000000000e+00,1.096350128890428266e+00,0.000000000000000000e+00,2.691128159774009432e-01,-1.985441089152727878e+00,0.000000000000000000e+00,4.408555634888337016e-01,0.000000000000000000e+00,1.650446103226701766e-01,-1.838721113091782877e+00,0.000000000000000000e+00,4.772842914916270440e-01,0.000000000000000000e+00,-9.906851893010971966e-02,-1.878898645453904281e+00,0.000000000000000000e+00,1.216369557827397196e+00,0.000000000000000000e+00
7.399999999999999911e-01,-3.381414413452148438e-01,-3.441689312458038330e-01,1.630066037178039551e-01,-9.686895734556909554e-01,3.459846350818059357e-01,1.065133283473106651e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.450581551398399727e-01,-2.003469645752169015e+00,0.000000000000000000e+00,1.115791267504918860e+00,0.000000000000000000e+00,2.675528243843362519e-01,-1.957807128950833420e+00,0.000000000000000000e+00,4.242491690863882670e-01,0.000000000000000000e+00,1.683388689241727687e-01,-1.806635727428298255e+00,0.000000000000000000e+00,4.556023960682724638e-01,0.000000000000000000e+00,-1.031169193991472721e-01,-1.870755873198726382e+00,0.000000000000000000e+00,1.230174277785882175e+00,0.000000000000000000e+00
7.449999999999999956e-01,-3.033181130886077881e-01,-3.396572172641754150e-01,1.601721793413162231e-01,-9.282397794219988674e-01,2.957305713109694145e-01,1.071873575487754415e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.507620492149539304e-01,-2.001869108123842445e+00,0.000000000000000000e+00,1.134695740206533188e+00,0.000000000000000000e+00,2.657805553624896233e-01,-1.929647736200621910e+00,0.000000000000000000e+00,4.078760702214204170e-01,0.000000000000000000e+00,1.713055454791882759e-01,-1.773959405389657462e+00,0.000000000000000000e+00,4.341380260402759594e-01,0.000000000000000000e+00,-1.074026775920756127e-01,-1.862087731874939367e+00,0.000000000000000000e+00,1.243335179140652169e+00,0.000000000000000000e+00
7.500000000000000000e-01,-2.704422771930694580e-01,-3.355345726013183594e-01,1.573587208986282349e-01,-2.309632390184132245e+00,-7.489486897341282035e-01,1.325309269757505959e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.566514064209997614e-01,-1.999653682044295389e+00,0.000000000000000000e+00,1.153047269452167178e+00,0.000000000000000000e+00,2.638035089203543127e-01,-1.901007816937724249e+00,0.000000000000000000e+00,3.917865230787788700e-01,0.000000000000000000e+00,1.739610572351098783e-01,-1.740721379772184774e+00,0.000000000000000000e+00,4.129262037376684180e-01,0.000000000000000000e+00,-1.119153139748554210e-01,-1.852898262589905087e+00,0.000000000000000000e+00,1.255850369651878129e+00,0.000000000000000000e+00
7.550000000000000044e-01,-1.836055889725685120e-02,-9.774518013000488281e-02,2.635076940059661865e-01,3.200567592999060268e-02,-3.750736932664415768e+00,1.495224493924459352e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.629736207854319607e-01,-1.996870759465046108e+00,0.000000000000000000e+00,1.170544728907211063e+00,0.000000000000000000e+00,2.612788855586585246e-01,-1.872039854628098965e+00,0.000000000000000000e+00,3.757950428591434466e-01,0.000000000000000000e+00,1.741096530202745352e-01,-1.722587903497908135e+00,0.000000000000000000e+00,3.947228897751154930e-01,0.000000000000000000e+00,-1.167690129873569099e-01,-1.842944259944431451e+00,0.000000000000000000e+00,1.267304100768100072e+00,0.000000000000000000e+00
7.600000000000000089e-01,2.610839903354644775e-02,-7.837263494729995728e-02,2.044269144535064697e-01,3.444743509493687128e+00,-5.588777334416445974e+00,1.377338141952522754e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.701735073429832878e-01,-1.993533617626171539e+00,0.000000000000000000e+00,1.186314483637149308e+00,0.000000000000000000e+00,2.581952224239560945e-01,-1.841864672826378557e+00,0.000000000000000000e+00,3.603688876206176950e-01,0.000000000000000000e+00,1.704520281344309995e-01,-1.717827965580022598e+00,0.000000000000000000e+00,3.849324896238253690e-01,0.000000000000000000e+00,-1.218574723184014247e-01,-1.831469674088519017e+00,0.000000000000000000e+00,1.276592376866008571e+00,0.000000000000000000e+00
7.650000000000000133e-01,-1.589373685419559479e-03,-1.104670837521553040e-01,1.611347645521163940e-01,3.130655750600578102e+00,-5.414392067185665347e+00,1.333183379269346958e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.766588622241966666e-01,-1.988925998237763393e+00,0.000000000000000000e+00,1.201542257634315547e+00,0.000000000000000000e+00,2.571739916654015023e-01,-1.799598816502856913e+00,0.000000000000000000e+00,3.461981258682368390e-01,0.000000000000000000e+00,1.648408000672815510e-01,-1.732614043742947807e+00,0.000000000000000000e+00,4.041552794297507689e-01,0.000000000000000000e+00,-1.266988497443359840e-01,-1.819133672848217920e+00,0.000000000000000000e+00,1.285218121714732487e+00,0.000000000000000000e+00
7.700000000000000178e-01,-2.891230955719947815e-02,-1.438913196325302124e-01,1.208776980638504028e-01,3.122572662235279406e+00,-5.136608272184128410e+00,1.191250237319240490e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.822021214816869406e-01,-1.982996459036815429e+00,0.000000000000000000e+00,1.216330706797041028e+00,0.000000000000000000e+00,2.583525267099507916e-01,-1.743095423902894847e+00,0.000000000000000000e+00,3.309526924354669331e-01,0.000000000000000000e+00,1.598341240031481425e-01,-1.747528182056829582e+00,0.000000000000000000e+00,4.253402885290902269e-01,0.000000000000000000e+00,-1.310672484051424169e-01,-1.806160462018145063e+00,0.000000000000000000e+00,1.293519839261588755e+00,0.000000000000000000e+00
7.750000000000000222e-01,1.346519589424133301e-01,-7.118438184261322021e-02,6.273985654115676880e-02,3.170628690144625672e+00,-5.008391894924808518e+00,1.147293133585450065e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.870335988045361608e-01,-1.975893346940784001e+00,0.000000000000000000e+00,1.230634633686417789e+00,0.000000000000000000e+00,2.604483813424829930e-01,-1.685896821898824616e+00,0.000000000000000000e+00,3.156687606109173649e-01,0.000000000000000000e+00,1.551689378881996595e-01,-1.761581375928523041e+00,0.000000000000000000e+00,4.468783161785538360e-01,0.000000000000000000e+00,-1.351791056754662046e-01,-1.792560878184050743e+00,0.000000000000000000e+00,1.301397693290314184e+00,0.000000000000000000e+00
7.800000000000000266e-01,1.301589608192443848e-01,-8.237728476524353027e-02,2.979556284844875336e-02,3.269203640053699012e+00,-5.088526341966765010e+00,1.231945675039421850e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.918663761304377546e-01,-1.968100260019719050e+00,0.000000000000000000e+00,1.244399581911110442e+00,0.000000000000000000e+00,2.596026811247910682e-01,-1.680806577641257293e+00,0.000000000000000000e+00,3.108703877852507236e-01,0.000000000000000000e+00,1.501647351784946016e-01,-1.774529675910747839e+00,0.000000000000000000e+00,4.683907355867708011e-01,0.000000000000000000e+00,-1.397383106083089632e-01,-1.778325318456089876e+00,0.000000000000000000e+00,1.308469584816683406e+00,0.000000000000000000e+00
7.850000000000000311e-01,1.256453990936279297e-01,-9.112942218780517578e-02,7.641762495040893555e-04,3.336506452180652893e+00,-5.018205705661742400e+00,1.216998327396557400e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.960082882946392657e-01,-1.959226425205125022e+00,0.000000000000000000e+00,1.257663593197180463e+00,0.000000000000000000e+00,2.598097353958684352e-01,-1.675300522790416746e+00,0.000000000000000000e+00,3.065492994791444992e-01,0.000000000000000000e+00,1.455648401290964289e-01,-1.786621170978691664e+00,0.000000000000000000e+00,4.901940979124027598e-01,0.000000000000000000e+00,-1.439504625743689981e-01,-1.763473459057970816e+00,0.000000000000000000e+00,1.315146250455740518e+00,0.000000000000000000e+00
7.900000000000000355e-01,1.223745346069335938e-01,-9.806830435991287231e-02,-2.500181272625923157e-02,3.399020066655406680e+00,-4.932936418076346641e+00,1.198304720078970753e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.994899340564216583e-01,-1.949303207005765648e+00,0.000000000000000000e+00,1.270406914957260991e+00,0.000000000000000000e+00,2.610213829975348565e-01,-1.669771601150252360e+00,0.000000000000000000e+00,3.029877169574055618e-01,0.000000000000000000e+00,1.413700224888647106e-01,-1.797839939089536543e+00,0.000000000000000000e+00,5.122537336627582816e-01,0.000000000000000000e+00,-1.478060722341849320e-01,-1.748001064004642391e+00,0.000000000000000000e+00,1.321426747108830124e+00,0.000000000000000000e+00
7.950000000000000400e-01,1.202223300933837891e-01,-1.032741591334342957e-01,-4.776383191347122192e-02,3.443028733786249962e+00,-4.835990217213409714e+00,1.176599122076614101e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.023489771672098758e-01,-1.938360328319737924e+00,0.000000000000000000e+00,1.282615454672181743e+00,0.000000000000000000e+00,2.631733955521621260e-01,-1.664769957936103051e+00,0.000000000000000000e+00,3.007443837380704976e-01,0.000000000000000000e+00,1.375716580700763747e-01,-1.808177614978435654e+00,0.000000000000000000e+00,5.345393997721907819e-01,0.000000000000000000e+00,-1.513083018398817536e-01,-1.731908419712534286e+00,0.000000000000000000e+00,1.327315117697519531e+00,0.000000000000000000e+00
8.000000000000000444e-01,1.191191971302032471e-01,-1.067660152912139893e-01,-6.773787736892700195e-02,1.122650422178581436e-01,-4.871333244690772446e+00,1.161882320062408169e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.046239015871521905e-01,-1.926429993130308382e+00,0.000000000000000000e+00,1.294279380253059664e+00,0.000000000000000000e+00,2.662018077652659742e-01,-1.660783676219865779e+00,0.000000000000000000e+00,3.003368526582101961e-01,0.000000000000000000e+00,1.341599381318123729e-01,-1.817630296438537130e+00,0.000000000000000000e+00,5.570198128810647242e-01,0.000000000000000000e+00,-1.544627391740039934e-01,-1.715197901579791795e+00,0.000000000000000000e+00,1.332816135112348199e+00,0.000000000000000000e+00
8.050000000000000488e-01,7.286111265420913696e-02,4.003293812274932861e-02,-9.133692085742950439e-02,-3.459252908171063901e+00,-5.382001420664112246e+00,8.761471092517615133e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.063315479400553487e-01,-1.918061593626439576e+00,0.000000000000000000e+00,1.304097871642918349e+00,0.000000000000000000e+00,2.698515343666869071e-01,-1.658930041979899794e+00,0.000000000000000000e+00,3.027996916435352626e-01,0.000000000000000000e+00,1.312322079811291120e-01,-1.825931178860669135e+00,0.000000000000000000e+00,5.792089866899025052e-01,0.000000000000000000e+00,-1.556089338367235564e-01,-1.704952018367439814e+00,0.000000000000000000e+00,1.338605251544294106e+00,0.000000000000000000e+00
8.100000000000000533e-01,1.056372746825218201e-01,1.245802082121372223e-02,-7.292274385690689087e-02,-2.940230565436781962e+00,-5.839183257711877850e+00,6.157807139866757318e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.105685268554133072e-01,-1.934901657626665772e+00,0.000000000000000000e+00,1.314437514484238179e+00,0.000000000000000000e+00,2.731629135089385096e-01,-1.661726994330104512e+00,0.000000000000000000e+00,3.107419485338135945e-01,0.000000000000000000e+00,1.288766546189603623e-01,-1.832817757606043152e+00,0.000000000000000000e+00,6.001858902120631445e-01,0.000000000000000000e+00,-1.501227648388881453e-01,-1.726150145592178387e+00,0.000000000000000000e+00,1.350673521579120351e+00,0.000000000000000000e+00
8.150000000000000577e-01,9.206015616655349731e-02,-1.326162740588188171e-02,-1.032485589385032654e-01,-1.869857726560955724e+00,-5.819018535690483773e+00,6.837948138692264699e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.180933152616978732e-01,-1.983476463741171258e+00,0.000000000000000000e+00,1.331231943549498364e+00,0.000000000000000000e+00,2.760628124287493601e-01,-1.669538434728251142e+00,0.000000000000000000e+00,3.253165251271102898e-01,0.000000000000000000e+00,1.270539728931998347e-01,-1.839225920696576200e+00,0.000000000000000000e+00,6.207419074881393994e-01,0.000000000000000000e+00,-1.392556732165253774e-01,-1.782996274289986305e+00,0.000000000000000000e+00,1.373829538275316509e+00,0.000000000000000000e+00
8.200000000000000622e-01,3.172850981354713440e-02,1.485756598412990570e-03,-1.623940765857696533e-01,-1.280006027772452537e+00,-5.505726849184044092e+00,8.037792746561862600e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.234266769834137634e-01,-2.050079564315903990e+00,0.000000000000000000e+00,1.349467959079958534e+00,0.000000000000000000e+00,2.791107325593464306e-01,-1.681205626365494865e+00,0.000000000000000000e+00,3.452890769700116547e-01,0.000000000000000000e+00,1.258945657552097697e-01,-1.845301782557027259e+00,0.000000000000000000e+00,6.411387188724899655e-01,0.000000000000000000e+00,-1.266310108066711626e-01,-1.860382553725665078e+00,0.000000000000000000e+00,1.402316497656575178e+00,0.000000000000000000e+00
8.250000000000000666e-01,-3.587827458977699280e-02,7.438541948795318604e-02,-2.229987233877182007e-01,-7.639884504599430137e-01,-4.823178957953230928e+00,9.788306749142728691e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.225137019659232718e-01,-2.124828191765930629e+00,0.000000000000000000e+00,1.363351180934563533e+00,0.000000000000000000e+00,2.826985928441040352e-01,-1.692960381434778006e+00,0.000000000000000000e+00,3.653705536142643484e-01,0.000000000000000000e+00,1.254890390980961390e-01,-1.850816052955998714e+00,0.000000000000000000e+00,6.612042322567845964e-01,0.000000000000000000e+00,-1.139602874008954631e-01,-1.948106200836484447e+00,0.000000000000000000e+00,1.430661375227795906e+00,0.000000000000000000e+00
8.300000000000000711e-01,-6.733804941177368164e-02,2.063432633876800537e-01,-2.660604715347290039e-01,-2.530962830838707212e-01,-3.955953165158783147e+00,1.184119054295045359e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.136933863256652910e-01,-2.200630386086131818e+00,0.000000000000000000e+00,1.367222580712660118e+00,0.000000000000000000e+00,2.867411051411830059e-01,-1.704493701124746963e+00,0.000000000000000000e+00,3.847656608593552630e-01,0.000000000000000000e+00,1.257222442961465347e-01,-1.855255979777935105e+00,0.000000000000000000e+00,6.804902848810538973e-01,0.000000000000000000e+00,-1.014246322508942783e-01,-2.039093306555950669e+00,0.000000000000000000e+00,1.453879482160752801e+00,0.000000000000000000e+00
8.349999999999999645e-01,-4.116634279489517212e-02,3.837586045265197754e-01,-2.854646146297454834e-01,2.494306155469043773e-01,-3.227787323473322978e+00,1.374653523657922349e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.977605357024594723e-01,-2.272098140993999316e+00,0.000000000000000000e+00,1.356430540728680523e+00,0.000000000000000000e+00,2.908351157560252198e-01,-1.715963430924306143e+00,0.000000000000000000e+00,4.032937626375138196e-01,0.000000000000000000e+00,1.262807953428657370e-01,-1.857970836586097851e+00,0.000000000000000000e+00,6.984348808770993733e-01,0.000000000000000000e+00,-8.831700118729043925e-02,-2.128041722302586702e+00,0.000000000000000000e+00,1.467331735830152972e+00,0.000000000000000000e+00
8.399999999999999689e-01,3.004652634263038635e-02,5.773924589157104492e-01,-2.849226891994476318e-01,5.941436470172917206e-01,-2.788299999691476128e+00,1.486597368758939020e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.771806021192683156e-01,-2.334979070367344534e+00,0.000000000000000000e+00,1.328471143765936002e+00,0.000000000000000000e+00,2.945072443077687563e-01,-1.727412290425820007e+00,0.000000000000000000e+00,4.208420246990723923e-01,0.000000000000000000e+00,1.267841264451523564e-01,-1.858373549966039873e+00,0.000000000000000000e+00,7.145474095607082798e-01,0.000000000000000000e+00,-7.397573699308461481e-02,-2.210617856914288470e+00,0.000000000000000000e+00,1.466757095788491005e+00,0.000000000000000000e+00
8.449999999999999734e-01,1.232286840677261353e-01,7.528406381607055664e-01,-2.697248458862304688e-01,7.435280139032336422e-01,-2.620173449741710847e+00,1.470281938416214018e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.549141072229723082e-01,-2.386083978560466612e+00,0.000000000000000000e+00,1.283831107754222378e+00,0.000000000000000000e+00,2.979066619138294736e-01,-1.738791847559219228e+00,0.000000000000000000e+00,4.374207290806251813e-01,0.000000000000000000e+00,1.269786092693595547e-01,-1.856151504218658488e+00,0.000000000000000000e+00,7.285931114667459907e-01,0.000000000000000000e+00,-5.849170893532862348e-02,-2.283147321156536957e+00,0.000000000000000000e+00,1.448919790977082345e+00,0.000000000000000000e+00
8.499999999999999778e-01,2.277912348508834839e-01,8.839474916458129883e-01,-2.495012730360031128e-01,8.030712586644871420e-01,-2.650899976017047965e+00,1.343754665828241279e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.334141761185407615e-01,-2.423502950358161101e+00,0.000000000000000000e+00,1.225777190804704153e+00,0.000000000000000000e+00,3.010156316008862354e-01,-1.750013235424559888e+00,0.000000000000000000e+00,4.531738279867047470e-01,0.000000000000000000e+00,1.267273740626599920e-01,-1.851370880725405010e+00,0.000000000000000000e+00,7.406310463938441391e-01,0.000000000000000000e+00,-4.294879310544937046e-02,-2.342656428883888253e+00,0.000000000000000000e+00,1.412649794786141833e+00,0.000000000000000000e+00
8.549999999999999822e-01,3.416059911251068115e-01,9.504565000534057617e-01,-2.321790456771850586e-01,8.100276832306960717e-01,-2.720500879249621029e+00,1.165207683412080897e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.141597024493391566e-01,-2.446728591606718517e+00,0.000000000000000000e+00,1.159138228238368207e+00,0.000000000000000000e+00,3.036670014932549844e-01,-1.760984253977529335e+00,0.000000000000000000e+00,4.683711194324203797e-01,0.000000000000000000e+00,1.259840250370999337e-01,-1.844450400383545130e+00,0.000000000000000000e+00,7.510195445804225267e-01,0.000000000000000000e+00,-2.892735463453969397e-02,-2.387177022338324406e+00,0.000000000000000000e+00,1.359642265626711310e+00,0.000000000000000000e+00
8.599999999999999867e-01,4.634235203266143799e-01,9.526088237762451172e-01,-2.226598560810089111e-01,8.668113552167369118e-01,-2.750950311344483090e+00,9.859577994854108240e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.977773950147329041e-01,-2.456516795192608349e+00,0.000000000000000000e+00,1.088709650222908554e+00,0.000000000000000000e+00,3.057743626179864616e-01,-1.771630192026035111e+00,0.000000000000000000e+00,4.833447109653472018e-01,0.000000000000000000e+00,1.247384842417619821e-01,-1.836018426330916276e+00,0.000000000000000000e+00,7.603121582432523784e-01,0.000000000000000000e+00,-1.778142377567294014e-02,-2.416073771276211701e+00,0.000000000000000000e+00,1.294072022525691645e+00,0.000000000000000000e+00
8.649999999999999911e-01,5.817987322807312012e-01,9.010561108589172363e-01,-2.197889238595962524e-01,1.040223411835154099e+00,-2.715644258218663953e+00,8.347016607326207094e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.843730746270355880e-01,-2.454532422887245158e+00,0.000000000000000000e+00,1.018310576585945038e+00,0.000000000000000000e+00,3.073168357782402604e-01,-1.781905677937473786e+00,0.000000000000000000e+00,4.984133586219346435e-01,0.000000000000000000e+00,1.230082986717154769e-01,-1.826728826328899435e+00,0.000000000000000000e+00,7.690948362043318332e-01,0.000000000000000000e+00,-1.004540423269811508e-02,-2.430167444903084117e+00,0.000000000000000000e+00,1.221285483730595978e+00,0.000000000000000000e+00
